2024-06-17T12:16:56,,,566,1.50,0,,initial waste,89.00,41.00,C,0.00,2080.00,6.275,0.009
2024-06-17T12:17:07,,,566,1.50,0,Manual Components,MC-1,89.00,41.00,C,1000.00,3.00,10.809,0.004
2024-06-17T12:17:19,,,566,1.50,0,Manual Components,MC-1,89.00,41.00,C,1000.00,3.00,12.049,0.004
2024-06-17T12:17:31,,,566,1.50,0,Manual Components,MC-1,89.00,41.00,C,1000.00,3.00,11.882,0.004
2024-06-17T12:17:53,,,566,1.50,0,Manual Components,MC-1,89.00,41.00,C,1000.00,3.00,12.188,0.004
2024-06-17T12:18:05,,,566,1.50,0,Manual Components,MC-1,89.00,41.00,C,1000.00,3.00,11.767,0.004
2024-06-17T12:18:17,,,566,1.50,0,Manual Components,MC-1,89.00,41.00,C,1000.00,3.00,12.027,0.004
2024-06-17T12:21:35,,,566,1.50,0,Manual Components,MC-1,89.00,41.00,C,1000.00,3.00,13.107,0.004
2024-06-17T13:00:16,,,566,1.50,0,Manual Components,MC-1,89.00,41.00,C,1000.00,3.00,6.508,0.004
2024-06-17T13:00:29,,,566,1.50,0,Manual Components,MC-1,89.00,41.00,C,1000.00,3.00,12.056,0.004
2024-06-17T13:00:45,,,566,1.50,0,Manual Components,MC-1,89.00,41.00,C,1000.00,3.00,4.459,0.004
2024-06-17T15:21:53,,,566,1.50,0,,initial waste,89.00,41.00,C,0.00,1347.00,73.01,0.006
2024-06-17T15:42:39,,,566,1.50,0,,initial waste,89.00,41.00,C,0.00,2080.00,26.922,0.009
2024-06-17T15:42:51,,,566,1.50,0,Manual Components,MC-1,89.00,41.00,C,1000.00,3.00,11.785,0.004
2024-06-17T15:45:28,,,566,1.50,0,Manual Components,MC-1,89.00,41.00,C,1000.00,3.00,12.951,0.004
2024-06-17T15:46:36,,,566,1.50,0,,initial waste,89.00,41.00,C,0.00,2080.00,27.59,0.009
2024-06-17T15:46:57,,,566,1.50,0,Manual Components,MC-1,89.00,41.00,C,1000.00,3.00,6.978,0.004
